a,b,c,d,e,f,g,h,i,j,k,l,m
$D,0837.60,7.7,100,10.9,20.4,4610,47.0,2140,-0.1,-4,-0,*45
$D,0837.64,7.7,100,10.9,25.0,5070,47.0,2141,-0.1,-4,-0,*77
$D,0837.73,7.6,100,10.9,22.4,5110,47.0,2141,-0.2,-4,-0,*97
$D,0837.83,7.6,100,10.9,22.7,5130,47.0,2142,-0.2,-4,-0,*17
$D,0837.91,7.6,100,10.9,21.9,5090,47.0,2142,-0.3,-4,-0,*0D
$D,0838.09,7.6,100,10.8,28.3,5310,47.0,2143,-0.5,-5,-0,*8C
$D,0838.18,7.6,100,10.8,29.8,5480,47.0,2144,-0.5,-5, ,*AD
$D,0838.26,7.6,100,10.8,29.9,5580,47.0,2145,-0.6,-5,-0,*38
$D,0838.36,7.6,100,10.8,29.8,5570,47.0,2146,-0.8,-5,-0,*5A
$D,0838.45,7.7,100,10.8,29.9,5570,47.0,2147,-0.9,-5,-0,*E5
$D,0838.54,7.7,100,10.8,29.8,5570,47.0,2147,-0.9,-5,-0,*A2
$D,0838.63,7.7,100,10.8,29.9,5590,47.0,2148,-1.0,-5,-0,*04
$D,0838.72,7.7,100,10.8,29.9,5570,47.0,2149,-1.1,-5,-0,*2D
$D,0838.80,7.6,100,10.8,29.9,5570,47.0,2150,-1.0,-5,-0,*E0
$D,0838.90,7.6,100,10.8,29.8,5580,47.0,2150,-0.9,-6,-0,*15
$D,0838.99,7.6,100,10.8,29.8,5620,47.0,2151,-0.7,-6,-0,*69
$D,0839.17,7.6,100,10.8,29.8,5590,47.0,2153,-0.4,-6,-0,*A8
$D,0839.26,7.6,100,10.8,29.8,5630,47.0,2153,-0.4,-6,-0,*6D
$D,0839.34,7.6,100,10.8,29.9,5630,47.0,2154,-0.3,-6,-0,*2F
$D,0839.44,7.6,100,10.8,29.9,5640,47.0,2155,-0.3,-6,-0,*F4
$D,0839.53,7.6,100,10.8,29.8,5600,47.0,2155,-0.4,-6,-0,*86
$D,0839.62,7.6,100,10.8,29.9,5620,47.0,2156,-0.5,-6,-0,*70
$D,0839.71,7.6,100,10.8,29.9,5640,47.0,2157,-0.6,-7,-0,*3B
$D,0839.79,7.6,100,10.8,29.8,5620,47.0,2158,-0.7,-7, ,*8B
$D,0839.88,7.6,100,10.8,29.9,5620,47.0,2158,-1.0,-7, ,*D0
$D,0839.98,7.6,100,10.8,29.9,5600,47.0,2159,-1.3,-7,-0,*4A
$D,0840.16,7.6,100,10.8,29.8,5630,47.0,2161,-1.5,-7,-0,*FD
$D,0840.24,7.6,100,10.8,29.8,5650,47.0,2162,-1.3,-7,-0,*FC
$D,0840.33,7.6,100,10.8,29.9,5640,47.0,2162,-1.1,-7,-0,*3C
$D,0840.42,7.6,100,10.8,29.9,5650,47.0,2163,-0.6,-8,-0,*13
$D,0840.52,7.6,100,10.8,29.9,5610,47.0,2164,-0.3,-8,-0,*AA
$D,0840.61,7.6,100,10.8,29.8,5590,47.0,2165,0.0,-8,-0,*B0
$D,0840.69,7.7,100,10.8,29.9,5610,47.0,2165,0.0,-8,-0,*31
$D,0840.87,7.7,100,10.8,29.9,5610,47.0,2167,-0.2,-8,-0,*E1
$D,0840.96,7.7,100,10.8,29.8,5610,47.0,2167,-0.2,-8,-0,*9F
$D,0841.05,7.6,100,10.8,29.8,5640,47.0,2168,-0.3,-8,-0,*58
$D,0841.14,7.6,100,10.8,29.9,5650,47.0,2169,-0.6,-8,-0,*70
$D,0841.23,7.6,100,10.8,29.9,5620,47.0,2170,-0.9,-8,-0,*9E
$D,0841.32,7.6,100,10.8,29.8,5620,47.0,2170,-1.4,-9,-0,*B8
$D,0841.40,7.6,100,10.8,29.9,5640,47.0,2171,-1.8,-9,-0,*50
$D,0841.49,7.6,100,10.8,29.9,5660,47.0,2172,-2.0,-9,-0,*63
$D,0841.59,7.6,100,10.8,29.9,5680,47.0,2173,-1.8,-9,-0,*A2
$D,0841.68,7.6,100,10.8,29.8,5680,47.0,2173,-1.2,-9,-0,*2E
$D,0841.77,7.5,100,10.8,29.9,5650,47.0,2174,-0.7,-9,-0,*6F
$D,0841.85,7.5,100,10.8,29.8,5690,47.0,2175,-0.3,-9,-0,*A9
$D,0841.94,7.5,100,10.8,29.8,5670,47.0,2176,-0.1,-9,-0,*5C
$D,0842.03,7.5,100,10.8,29.9,5690,47.0,2176,-0.1,-9,-0,*8C
$D,0842.13,7.6,100,10.8,29.9,5630,47.0,2177,0.0,-9,-0,*E4
$D,0842.22,7.6,100,10.8,29.8,5680,47.0,2178,0.3,-10,-0,*01
$D,0842.30,7.6,100,10.8,29.9,5670,47.0,2179,0.4,-10,-0,*37
$D,0842.39,7.6,100,10.8,29.9,5690,47.0,2180,0.3,-10,-0,*E1
$D,0842.48,7.7,100,10.8,29.9,5680,47.0,2180,0.2,-10,-0,*DC
$D,0842.57,7.7,100,10.8,29.9,5670,47.0,2181,-0.1,-10,-0,*13
$D,0842.67,7.7,100,10.8,29.9,5680,47.0,2182,-0.3,-10,-0,*79
$D,0842.75,7.7,100,10.8,29.9,5690,47.0,2182,-0.5,-10,-0,*B4
$D,0842.84,7.7,100,10.8,29.8,5640,47.0,2183,-0.7,-10,-0,*6B
$D,0842.93,7.7,100,10.8,29.9,5690,47.0,2184,-0.6,-10,-0,*7C
$D,0843.02,7.7,100,10.8,29.8,5670,47.0,2185,-0.4,-10,-0,*A3
$D,0843.10,7.7,100,10.8,29.8,5640,47.0,2185,-0.2,-10,-0,*F0
$D,0843.20,7.7,100,10.8,29.8,5690,47.0,2186,-0.3,-10,-0,*26
$D,0843.29,7.7,100,10.8,29.9,5690,47.0,2187,-0.4,-10, ,*3B
$D,0843.38,7.7,100,10.8,29.9,5690,47.0,2187,-0.5,-10,-0,*BB
$D,0843.47,7.7,100,10.8,29.9,5680,47.0,2188,-0.4,-10,-0,*A7
$D,0843.56,7.7,100,10.8,29.9,5670,47.0,2189,-0.4,-10,-0,*7A
$D,0843.64,7.6,100,10.8,29.9,5670,47.0,2190,-0.5,-11,-0,*3F
$D,0843.74,7.6,100,10.8,29.9,5680,47.0,2191,-0.7,-11,-0,*E2
$D,0843.83,7.6,100,10.8,29.8,5650,47.0,2191,-0.8,-11,-0,*A1
$D,0843.92,7.6,100,10.8,29.9,5660,47.0,2192,-1.2,-11,-0,*12
$D,0844.01,7.6,100,10.8,29.8,5660,47.0,2193,-1.4,-11,-0,*1C
$D,0844.09,7.6,100,10.8,29.9,5660,47.0,2194,-1.6,-11,-0,*B0
$D,0844.29,7.6,100,10.8,29.9,5600,47.0,2195,-1.7,-11,-0,*09
$D,0844.37,7.6,100,10.8,29.9,5600,47.0,2196,-1.7,-11,-0,*3C
$D,0844.46,7.6,100,10.8,29.9,5600,47.0,2197,-1.5,-11,-0,*A7
$D,0844.55,7.6,100,10.8,29.9,5620,47.0,2197,-1.4,-11,-0,*CD
$D,0844.74,7.6,100,10.7,29.9,5630,47.0,2199,-1.2,-11,-0,*56
$D,0844.91,7.6,100,10.8,29.8,5570,47.0,2200,-1.1,-11,-0,*A3
$D,0845.00,7.6,100,10.8,29.8,5600,47.0,2201,-1.0,-11,-0,*19
$D,0845.08,7.5,100,10.8,29.8,5600,47.0,2202,-1.0,-11,-0,*3D
$D,0845.17,7.5,100,10.7,29.9,5570,47.0,2202,-1.1,-11,-0,*8A
$D,0845.26,7.5,100,10.7,29.8,5600,47.0,2203,-1.0,-11,-0,*FE
$D,0845.36,7.5,100,10.8,29.9,5580,47.0,2204,-1.0,-11,-0,*31
$D,0845.44,7.6,100,10.8,29.8,5580,47.0,2205,-1.0,-11,-0,*EA
$D,0845.53,7.6,100,10.8,29.8,5590,47.0,2206,-1.2,-11,-0,*B8
$D,0845.62,7.6,100,10.8,29.8,5580,47.0,2206,-1.2,-11,-0,*65
$D,0845.71,7.6,100,10.7,29.8,5550,47.0,2207,-1.4,-11,-0,*5A
$D,0845.90,7.7,100,10.8,29.9,5610,47.0,2209,-1.2,-11,-0,*DA
$D,0845.98,7.7,100,10.8,29.9,5590,47.0,2209,-1.1,-11,-0,*33
$D,0846.07,7.7,100,10.8,29.8,5600,47.0,2210,-1.0,-11,-0,*6E
$D,0846.16,7.6,100,10.7,29.8,5580,47.0,2211,-0.9,-11,-0,*E9
$D,0846.35,7.6,100,10.7,29.8,5590,47.0,2212,-0.6,-12,-0,*48
$D,0846.43,7.6,100,10.8,29.8,5630,47.0,2213,-0.1,-12,-0,*55
$D,0846.52,7.6,100,10.8,29.9,5600,47.0,2214,0.2,-12,-0,*BD
$D,0846.61,7.6,100,10.8,29.8,5640,47.0,2214,0.6,-12,-0,*9B
$D,0846.70,7.6,100,10.7,29.8,5620,47.0,2215,0.7,-12,-0,*2E
$D,0846.78,7.6,100,10.7,29.8,5610,47.0,2216,0.4,-12,-0,*63
$D,0846.87,7.6,100,10.7,29.9,5620,47.0,2216,0.1,-12,-0,*9A
$D,0846.97,7.7,100,10.8,29.9,5600,47.0,2217,0.0,-12,-0,*7C
$D,0847.06,7.7,100,10.8,29.9,5610,47.0,2218,0.1,-12,-0,*0F
$D,0847.15,7.7,100,10.7,29.8,5640,47.0,2219,0.2,-12,-0,*D1
$D,0847.23,7.7,100,10.7,29.9,5620,47.0,2220,0.4,-12,-0,*A3
$D,0847.32,7.6,100,10.7,29.8,5650,47.0,2220,0.4,-12,-0,*65
$D,0847.41,7.6,100,10.7,29.9,5650,47.0,2221,0.3,-12,-0,*5C
$D,0847.51,7.6,100,10.8,29.9,5650,47.0,2222,0.0,-12,-0,*E2
$D,0847.60,7.6,100,10.7,29.9,5630,47.0,2223,-0.1,-12,-0,*D4
$D,0847.69,7.6,100,10.7,29.9,5630,47.0,2224,-0.3,-12,-0,*0C
$D,0847.77,7.6,100,10.7,29.9,5590,47.0,2224,-0.3,-12, ,*72
$D,0847.86,7.6,100,10.7,29.9,5610,47.0,2225,-0.3,-12,-0,*CE
$D,0848.01,7.6,100,10.7,29.9,5620,47.0,2226,-0.1,-12,-0,*C3
$D,0848.10,7.6,100,10.8,29.8,5640,47.0,2226,0.0,-12,-0,*73
$D,0848.14,7.6,100,10.7,29.8,5650,47.0,2227,0.0,-12,-0,*61
$D,0848.23,7.6,100,10.7,29.9,5640,47.0,2228,0.0,-12,-0,*D9
$D,0848.36,7.6,100,10.7,29.9,5650,47.0,2229,0.0,-12,-0,*4A
$D,0848.45,7.6,100,10.7,29.8,5650,47.0,2229,-0.1,-12,-0,*2D
$D,0848.55,7.6,100,10.8,29.9,5670,47.0,2230,-0.1,-12,-0,*DC
$D,0848.64,7.6,100,10.7,29.8,5640,47.0,2231,-0.1,-12,-0,*6A
$D,0848.73,7.6,100,10.7,29.9,5650,47.0,2231,0.1,-12,-0,*5F
$D,0848.76,7.6,100,10.7,29.9,5610,47.0,2232,0.4,-12,-0,*A4
$D,0848.91,7.6,100,10.7,29.9,5610,47.0,2233,0.7,-12,-0,*D4
$D,0848.99,7.6,100,10.7,29.9,5620,47.0,2234,0.8,-12,-0,*4A
$D,0849.09,7.6,100,10.7,29.9,5640,47.0,2235,0.5,-12,-0,*EA
$D,0849.13,7.7,100,10.7,29.9,5590,47.0,2236,0.1,-12,-0,*F4
$D,0849.22,7.7,100,10.7,29.9,5590,47.0,2236,-0.2,-12,-0,*56
$D,0849.30,7.7,100,10.7,29.9,5600,47.0,2237,-0.5,-12,-0,*7E
$D,0849.39,7.7,100,10.7,29.9,5580,47.0,2238,-0.6,-12,-0,*D8
$D,0849.48,7.6,100,10.7,29.9,5630,47.0,2239,-0.7,-12,-0,*AD
$D,0849.57,7.6,100,10.7,29.8,5620,47.0,2239,-0.7,-12,-0,*67
$D,0849.67,7.6,100,10.7,29.8,5580,47.0,2240,-0.7,-12,-0,*D3
$D,0849.76,7.6,100,10.7,29.9,5580,47.0,2241,-0.8,-12,-0,*7C
$D,0849.84,7.6,100,10.7,29.8,5580,47.0,2241,-0.8,-12,-0,*3D
$D,0849.93,7.6,100,10.7,29.9,5590,47.0,2242,-0.7,-12,-0,*A4
$D,0850.02,7.6,100,10.8,29.8,5590,47.0,2243,-0.5,-12,-0,*E0
$D,0850.17,7.6,100,10.7,29.8,5560,47.0,2244,-0.2,-12,-0,*2E
$D,0850.20,7.6,100,10.7,29.8,5620,47.0,2244,0.0,-12,-0,*42
$D,0850.29,7.6,100,10.7,29.9,5610,47.0,2245,0.2,-12,-0,*F6
$D,0850.38,7.6,100,10.7,29.9,5590,47.0,2246,0.4,-12,-0,*F6
$D,0850.47,7.6,100,10.7,29.8,5610,48.0,2246,0.3,-12,-0,*0F
$D,0850.56,7.6,100,10.7,29.9,5560,47.0,2247,0.1,-12,-0,*E1
$D,0850.75,7.6,100,10.7,29.9,5570,48.0,2248,-0.5,-12,-0,*00
$D,0850.88,7.6,100,10.7,29.8,5550,48.0,2250,-0.8,-12,-0,*07
$D,0850.96,7.6,100,10.7,29.9,5580,48.0,2250,-0.9,-12,-0,*B4
$D,0851.00,7.6,100,10.7,29.8,5590,48.0,2251,-1.0,-12,-0,*90
$D,0851.14,7.6,100,10.7,29.9,5600,48.0,2252,-1.1,-12,-0,*3D
$D,0851.17,7.6,100,10.7,29.8,5570,48.0,2253,-1.1,-12,-0,*F6
$D,0851.32,7.6,100,10.7,29.9,5600,48.0,2253,-1.2,-12,-0,*9B
$D,0851.41,7.6,100,10.7,29.9,5580,48.0,2254,-1.1,-12,-0,*61
$D,0851.45,7.6,100,10.7,29.8,5620,48.0,2255,-0.9,-12,-0,*76
$D,0851.59,7.6,100,10.7,29.8,5620,48.0,2256,-0.6,-12,-0,*84
$D,0851.67,7.6,100,10.7,29.9,5580,48.0,2256,-0.3,-12,-0,*8A
$D,0851.71,7.6,100,10.7,29.8,5620,48.0,2257,-0.1,-12,-0,*6B
$D,0851.86,7.6,100,10.7,29.9,5650,48.0,2258,0.1, ,-0,*35
$D,0851.95,7.6,100,10.7,29.9,5640,48.0,2258,0.4,-13,-0,*CE
$D,0851.98,7.6,100,10.7,29.9,5640,48.0,2259,0.8,-13,-0,*27
$D,0852.07,7.7,100,10.7,29.9,5620,48.0,2260,1.0,-13,-0,*73
$D,0852.16,7.7,100,10.7,29.8,5620,48.0,2261,1.2,-13,-0,*B6
$D,0852.31,7.7,100,10.7,29.9,5640,48.0,2261,1.3,-13,-0,*85
$D,0852.35,7.7,100,10.7,29.9,5620,48.0,2262,1.1,-13,-0,*31
$D,0852.43,7.7,100,10.7,29.9,5640,48.0,2263,0.9,-13,-0,*72
$D,0852.57,7.7,100,10.7,29.9,5660,48.0,2263,0.8,-13,-0,*C7
$D,0852.61,7.7,100,10.7,29.8,5680,48.0,2264,0.6,-13,-0,*00
$D,0852.70,7.7,100,10.7,29.8,5700,48.0,2265,0.7,-13,-0,*2B
$D,0852.85,7.7,100,10.7,29.8,5690,48.0,2266,0.7,-13,-0,*9A
$D,0852.94,7.7,100,10.7,29.8,5700,48.0,2267,0.6,-13,-0,*DF
$D,0852.97,7.7,100,10.7,29.9,5680,48.0,2268,0.4,-13,-0,*1E
$D,0853.11,7.7,100,10.7,29.9,5680,48.0,2268,0.2,-14,-0,*3F
$D,0853.20,7.6,100,10.7,29.8,5690,48.0,2269,0.1,-14,-0,*84
$D,0853.29,7.6,100,10.7,29.8,5680,48.0,2270,0.2,-14,-0,*0A
$D,0853.39,7.6,100,10.7,29.9,5650,48.0,2271,0.4,-14,-0,*0B
$D,0853.48,7.6,100,10.7,29.9,5660,48.0,2271,0.5,-14,-0,*C1
$D,0853.57,7.6,100,10.7,29.8,5670,48.0,2272,0.5,-14,-0,*0F
$D,0853.60,7.6,100,10.7,29.9,5670,48.0,2273,0.5,-14,-0,*35
$D,0853.69,7.6,100,10.7,29.9,5640,48.0,2273,0.3,-14,-0,*85
$D,0853.78,7.6,100,10.7,29.8,5610,48.0,2274,0.1,-14,-0,*DA
$D,0853.87,7.6,100,10.7,29.9,5680,48.0,2275,0.0,-14,-0,*3F
$D,0853.96,7.6,100,10.7,29.9,5710,48.0,2276,0.0,-14,-0,*76
$D,0854.05,7.6,100,10.7,29.8,5670,48.0,2276,0.1,-14,-0,*DA
$D,0854.19,7.6,100,10.7,29.8,5690,48.0,2277,0.3,-14,-0,*AE
$D,0854.27,7.6,100,10.7,29.9,5720,48.0,2278,0.5,-14,-0,*74
$D,0854.31,7.6,100,10.7,29.9,5710,48.0,2278,0.6,-14,-0,*0C
$D,0854.40,7.6,100,10.7,29.8,5730,48.0,2279,0.4,-14,-0,*AD
$D,0854.50,7.6,100,10.7,29.9,5700,48.0,2280,0.3,-14,-0,*79
$D,0854.58,7.6,100,10.7,29.9,5700,48.0,2281,0.2,-14,-0,*42
$D,0854.67,7.6,100,10.7,29.9,5640,48.0,2281,-0.1,-14,-0,*92
$D,0854.76,7.6,100,10.7,29.9,5690,48.0,2282,-0.2,-14,-0,*EC
$D,0854.84,7.6,100,10.7,29.9,5690,48.0,2283,-0.2,-14,-0,*22
$D,0854.93,7.6,100,10.7,29.9,5670,48.0,2284,-0.1,-14,-0,*2F
$D,0855.03,7.6,100,10.7,29.9,5690,48.0,2285,-0.2,-14,-0,*B7
$D,0855.12,7.6,100,10.7,29.9,5690,48.0,2286,-0.1,-14,-0,*E6
$D,0855.21,7.6,100,10.7,29.8,5670,48.0,2286,-0.2,-14,-0,*36
$D,0855.29,7.6,100,10.7,29.8,5690,48.0,2287,-0.3,-14,-0,*2C
$D,0855.38,7.6,100,10.7,29.9,5680,48.0,2288,-0.2,-14,-0,*A0
$D,0855.47,7.6,100,10.7,29.8,5670,48.0,2288,0.0,-14,-0,*EE
$D,0855.57,7.6,100,10.7,29.9,5630,48.0,2289,0.2,-14,-0,*12
$D,0855.66,7.6,100,10.7,29.9,5650,48.0,2290,0.5,-14,-0,*AF
$D,0855.74,7.6,100,10.7,29.8,5650,48.0,2290,0.5,-14,-0,*F0
$D,0855.83,7.6,100,10.7,29.8,5650,48.0,2291,0.4,-14,-0,*44
$D,0855.92,7.6,100,10.7,29.8,5640,48.0,2292,0.2,-14,-0,*20
$D,0856.01,7.6,100,10.7,29.8,5640,48.0,2293,-0.2,-14,-0,*FB
$D,0856.11,7.7,100,10.7,29.9,5640,48.0,2293,-0.6,-14,-0,*80
$D,0856.20,7.7,100,10.7,29.9,5630,48.0,2294,-0.8,-13,-0,*74
$D,0856.28,7.7,100,10.7,29.9,5630,48.0,2295,-0.9,-13,-0,*10
$D,0856.37,7.7,100,10.7,29.9,5610,48.0,2296,-1.1,-13,-0,*C4
$D,0856.46,7.6,100,10.7,29.9,5610,48.0,2296,-1.2,-13,-0,*E0
$D,0856.55,7.6,100,10.7,29.9,5620,48.0,2297,-1.7,-13,-0,*6D
$D,0856.65,7.6,100,10.7,29.8,5590,48.0,2298,-1.8,-13,-0,*10
$D,0856.74,7.6,100,10.7,29.8,5590,48.0,2299,-1.6,-13,-0,*9E
$D,0856.82,7.6,100,10.7,29.8,5610,48.0,2300,-1.5,-13,-0,*95
$D,0856.91,7.6,100,10.7,29.8,5630,48.0,2300,-1.2,-13,-0,*0D
$D,0857.00,7.6,100,10.7,29.8,5620,48.0,2301,-0.9,-13,-0,*BE
$D,0857.09,7.6,100,10.7,29.8,5590,48.0,2302,-0.6,-13,-0,*B1
$D,0857.19,7.6,100,10.7,29.8,5620,48.0,2303,-0.6,-13,-0,*3F
$D,0857.27,7.6,100,10.7,29.9,5590,48.0,2303,-0.5,-13,-0,*62
$D,0857.36,7.6,100,10.7,29.9,5590,48.0,2304,-0.2,-13,-0,*2A
$D,0857.45,7.6,100,10.7,29.9,5580,48.0,2305,0.2,-13,-0,*1E
$D,0857.64,7.6,100,10.7,29.9,5590,48.0,2306,1.4,-13,-0,*C1
$D,0857.72,7.6,100,10.7,29.8,5610,48.0,2307,1.5,-13,-0,*2A
$D,0857.81,7.6,100,10.7,29.8,5610,48.0,2308,1.3,-13,-0,*63
$D,0857.90,7.6,100,10.7,29.9,5620,48.0,2308,1.0,-13,-0,*DF
$D,0857.99,7.7,100,10.7,29.2,5560,48.0,2309,0.5,-13,-0,*CF
$D,0858.07,7.7,100,10.8,16.6,5030,48.0,2310,0.4,-13,-0,*A5
$D,0858.23,7.7,100,10.8,17.5,4900,48.0,2310,0.5,-13,-0,*A0
$D,0858.31,7.7,100,10.8,18.1,4880,48.0,2310,0.4,-13,-0,*05
$D,0858.40,7.6,100,10.8,18.2,4890,48.0,2311,0.1,-13,-0,*BB
$D,0858.49,7.6,100,10.8,18.4,4880,48.0,2311,0.0,-13,-0,*D7
$D,0858.53,7.6,100,10.8,17.8,4870,48.0,2312,-0.2,-13,-0,*75
$D,0858.61,7.6,100,10.8,18.0,4890,48.0,2312,-0.6,-13,-0,*0D
$D,0858.76,7.6,100,10.8,18.6,4920,48.0,2313,-0.8,-13,-0,*CB
$D,0858.85,7.6,100,10.8,18.3,4940,48.0,2313,-0.6,-13,-0,*75
$D,0858.89,7.6,100,10.8,17.7,4900,48.0,2314,-0.3,-13,-0,*0E
$D,0858.98,7.6,100,10.9,8.6,4470,48.0,2314,0.0,-13,-0,*AF
$D,0859.07,7.6,100,10.9,8.1,4200,49.0,2314,0.0,-13,-0,*BA
$D,0859.15,7.6,100,10.9,8.8,4190,49.0,2314,0.0,-13,-0,*45
$D,0859.24,7.6,100,10.9,5.9,4010,49.0,2315,0.1,-13,-0,*9B
$D,0859.34,7.6,100,10.9,5.8,3920,49.0,2315,0.2,-13,-0,*09
$D,0859.43,7.6,100,10.9,5.9,3900,49.0,2315,0.1,-13,-0,*2B
$D,0859.52,7.6,100,10.9,6.1,3880,49.0,2315,0.0,-13,-0,*91
$D,0859.60,7.6,100,10.9,6.2,3890,49.0,2315,0.0,-13,-0,*D8
$D,0859.69,7.6,100,10.9,6.3,3910,49.0,2315,0.0,-13,-0,*6C
$D,0859.78,7.7,100,10.9,6.2,3880,49.0,2316,-0.3,-13,-0,*3E
$D,0859.88,7.7,100,10.9,6.1,3870,49.0,2316,-0.5,-14,-0,*F1
$D,0859.97,7.7,100,10.9,5.9,3840,49.0,2316,-0.8,-14,-0,*2A
$D,0860.05,7.7,100,10.9,5.6,3820,49.0,2316,-1.0,-14,-0,*FC
$D,0860.14,7.7,100,11.0,4.0,3720,49.0,2316,-1.3,-14,-0,*EF
$D,0860.23,7.7,100,11.0,4.2,3680,49.0,2316,-1.5,-14,-0,*21
$D,0860.32,7.6,100,11.0,4.4,3700,49.0,2316,-1.7,-14,-0,*6A
$D,0860.42,7.6,100,10.9,4.4,3700,49.0,2316,-1.7,-14,-0,*C3
$D,0860.51,7.6,100,10.9,4.4,3700,49.0,2317,-1.7,-15,-0,*85
$D,0860.59,7.6,100,10.9,4.4,3680,49.0,2317,-1.6,-15,-0,*47
$D,0860.68,7.6,100,11.0,4.5,3700,49.0,2317,-1.7,-15,-0,*0A
$D,0860.77,7.6,100,11.0,4.5,3680,49.0,2317,-1.6,-15, ,*B0
$D,0860.86,7.6,100,11.0,4.6,3670,49.0,2317,-1.4,-15, ,*FB
$D,0860.96,7.6,100,10.9,8.2,3850,49.0,2317,-1.3,-15,-0,*72
$D,0861.04,7.6,100,10.9,10.7,4160,49.0,2317,-1.3,-16,-0,*C5
$D,0861.13,7.6,100,10.9,7.3,4060,49.0,2318,-1.3,-16,-0,*9B
$D,0861.22,7.6,100,11.0,4.6,3820,49.0,2318,-1.4,-16,-0,*7F
$D,0861.31,7.6,100,11.0,4.2,3680,49.0,2318,-1.6,-16,-0,*2B
$D,0861.40,7.6,100,11.0,4.1,3660,49.0,2318,-1.9,-16,-0,*CF
$D,0861.50,7.6,100,11.0,3.6,3590,49.0,2318,-2.3,-16,-0,*F6
$D,0861.59,7.6,100,11.0,3.6,3550,49.0,2318,-2.5,-16,-0,*3C
$D,0861.67,7.6,100,11.0,3.7,3540,49.0,2318,-2.5,-17,-0,*40
$D,0861.76,7.6,100,11.0,3.6,3540,49.0,2318,-2.6,-17,-0,*E8
$D,0861.85,7.6,100,11.0,3.6,3520,49.0,2318,-2.8,-17,-0,*AE
$D,0861.94,7.6,100,11.0,3.6,3530,49.0,2319,-2.8,-17, ,*21
$D,0862.03,7.6,100,11.0,3.7,3530,49.0,2319,-2.7,-17, ,*5A
$D,0862.12,7.6,100,11.0,3.7,3530,49.0,2319,-2.5,-17,-0,*FB
$D,0862.21,7.6,100,11.0,3.7,3530,49.0,2319,-2.3,-17,-0,*FF
$D,0862.30,7.6,100,11.0,3.7,3530,49.0,2319,-2.1, ,-0,*A7
$D,0862.39,7.6,100,11.0,3.6,3520,49.0,2319,-1.9,-18,-0,*12
$D,0862.58,7.6,100,11.0,3.6,3540,49.0,2319,-1.5,-18,-0,*A9
$D,0862.66,7.6,100,11.0,1.9,3370,49.0,2319,-1.7,-18,-0,*28
$D,0862.75,7.6,100,11.0,1.5,3330,49.0,2319,-1.8,-19,-0,*1C
$D,0862.84,7.6,100,11.0,0.8,3240,49.0,2319,-1.8,-19,-0,*B7
$D,0862.93,7.6,100,11.0,0.8,3220,49.0,2319,-1.8,-19,-0,*A9
$D,0863.01,7.6,100,11.0,0.9,3180,49.0,2319,-2.0,-19,-0,*91
$D,0863.11,7.6,100,11.0,0.8,3150,49.0,2319,-2.1,-19,-0,*B5
$D,0863.20,7.6,100,11.0,0.3,3110,49.0,2319,-2.2,-19,-0,*06
$D,0863.29,7.6,100,11.0,0.0,3050,49.0,2319,-2.3,-19,-0,*0B
$D,0863.38,7.6,100,11.0,0.0,3010,49.0,2319,-2.4,-19,-0,*89
$D,0863.47,7.6,100,11.0,0.0,2970,49.0,2319,-2.5, ,-0,*1D
$D,0863.55,7.6,100,11.0,0.0,2940,49.0,2319,-2.5,-21,-0,*0A
$D,0863.65,7.6,100,11.0,0.0,2930,49.0,2319,-2.5,-21,-0,*D1
$D,0863.74,7.6,100,11.0,0.2,2950,49.0,2319,-2.4,-21,-0,*9C
$D,0863.83,7.6,100,11.0,0.3,2980,49.0,2319,-2.3,-21,-0,*44
$D,0863.92,7.6,100,11.0,0.4,3010,49.0,2319,-2.3,-21,-0,*2F
$D,0864.01,7.6,100,11.0,0.7,3060,49.0,2319,-2.2,-21,-0,*A3
$D,0864.09,7.6,100,11.0,0.7,3080,49.0,2319,-2.0,-22,-0,*ED
$D,0864.19,7.6,100,11.0,0.7,3120,49.0,2319,-2.0,-22,-0,*5A
$D,0864.28,7.6,100,11.0,0.7,3130,49.0,2319,-2.0,-22,-0,*48
$D,0864.37,7.6,100,11.0,0.7,3090,49.0,2319,-2.0,-22,-0,*E2
$D,0864.46,7.6,100,11.0,0.7,3090,49.0,2319,-2.1,-23,-0,*F4
$D,0864.74,7.6,100,11.0,1.2,3140,48.0,2320,-2.6,-23,-0,*E4
$D,0864.82,7.7,100,11.0,1.3,3200,48.0,2320,-2.5,-23,-0,*AA
$D,0864.91,7.7,100,11.0,1.8,3280,48.0,2320,-2.6,-24,-0,*8F
$D,0865.00,7.7,100,11.0,1.8,3310,48.0,2320,-2.8,-24,-0,*AE
$D,0865.09,7.7,100,11.0,1.8,3320,48.0,2320,-3.1,-24,-0,*04
$D,0865.17,7.7,100,11.0,1.8,3320,48.0,2320,-3.2,-24,-0,*47
$D,0865.27,7.7,100,11.0,1.8,3330,48.0,2320,-3.1,-24,-0,*AF
$D,0865.36,7.7,100,11.0,1.8,3310,48.0,2320,-3.0,-24,-0,*E8
$D,0865.45,7.6,100,11.0,2.4,3360,48.0,2320,-2.9,-25,-0,*49
$D,0865.54,7.6,100,11.0,2.4,3400,48.0,2320,-2.8,-25,-0,*4D
$D,0865.63,7.6,100,11.0,3.3,3500,48.0,2320,-2.6,-25,-0,*99
$D,0865.71,7.6,100,11.0,3.8,3610,48.0,2320,-2.1,-26,-0,*4E
